"pnaics_id","naics6","naics5","naics4","naics3","naics2","creative_sector","main_industry"
"L444200","444200","444200","444200","444000","440000","Not Creative","Retail trade"
"L445100","445100","445100","445100","445000","440000","Not Creative","Retail trade"
"L445200","445200","445200","445200","445000","440000","Not Creative","Retail trade"
"L445300","445300","445300","445300","445000","440000","Not Creative","Retail trade"
"L446100","446100","446100","446100","446000","440000","Not Creative","Retail trade"
"L447100","447100","447100","447100","447000","440000","Not Creative","Retail trade"
"L448100","448100","448100","448100","448000","440000","Not Creative","Retail trade"
"L448200","448200","448200","448200","448000","440000","Not Creative","Retail trade"
"L448300","448300","448300","448300","448000","440000","Not Creative","Retail trade"
"L451100","451100","451100","451100","451000","450000","Not Creative","Retail trade"
"L451300","451300","451300","451300","451000","450000","Not Creative","Retail trade"
"L452100","452100","452100","452100","452000","450000","Not Creative","Retail trade"
"L452900","452900","452900","452900","452000","450000","Not Creative","Retail trade"
"L453100","453100","453100","453100","453000","450000","Not Creative","Retail trade"
"L453200","453200","453200","453200","453000","450000","Not Creative","Retail trade"
"L453300","453300","453300","453300","453000","450000","Not Creative","Retail trade"
"L453900","453900","453900","453900","453000","450000","Not Creative","Retail trade"
"L454100","454100","454100","454100","454000","450000","Not Creative","Retail trade"
"L454200","454200","454200","454200","454000","450000","Not Creative","Retail trade"
"L454300","454300","454300","454300","454000","450000","Not Creative","Retail trade"
"L481100","481100","481100","481100","481000","480000","Not Creative","Transportation and warehousing"
"L481200","481200","481200","481200","481000","480000","Not Creative","Transportation and warehousing"
"L482100","482100","482100","482100","482000","480000","Not Creative","Transportation and warehousing"
"L483100","483100","483100","483100","483000","480000","Not Creative","Transportation and warehousing"
"L483200","483200","483200","483200","483000","480000","Not Creative","Transportation and warehousing"
"L48-400","48-400","48-400","48-400","48-000","480000","Not Creative","Transportation and warehousing"
"L484100","484100","484100","484100","484000","480000","Not Creative","Transportation and warehousing"
"L484200","484200","484200","484200","484000","480000","Not Creative","Transportation and warehousing"
"L485100","485100","485100","485100","485000","480000","Not Creative","Transportation and warehousing"
"L485200","485200","485200","485200","485000","480000","Not Creative","Transportation and warehousing"
"L485300","485300","485300","485300","485000","480000","Not Creative","Transportation and warehousing"
"L485400","485400","485400","485400","485000","480000","Not Creative","Transportation and warehousing"
"L485500","485500","485500","485500","485000","480000","Not Creative","Transportation and warehousing"
"L485900","485900","485900","485900","485000","480000","Not Creative","Transportation and warehousing"
"L486100","486100","486100","486100","486000","480000","Not Creative","Transportation and warehousing"
"L486200","486200","486200","486200","486000","480000","Not Creative","Transportation and warehousing"
"L486900","486900","486900","486900","486000","480000","Not Creative","Transportation and warehousing"
"L487100","487100","487100","487100","487000","480000","Not Creative","Transportation and warehousing"
"L487200","487200","487200","487200","487000","480000","Not Creative","Transportation and warehousing"
"L487900","487900","487900","487900","487000","480000","Not Creative","Transportation and warehousing"
"L488100","488100","488100","488100","488000","480000","Not Creative","Transportation and warehousing"
"L488200","488200","488200","488200","488000","480000","Not Creative","Transportation and warehousing"
"L488300","488300","488300","488300","488000","480000","Not Creative","Transportation and warehousing"
"L488400","488400","488400","488400","488000","480000","Not Creative","Transportation and warehousing"
"L488500","488500","488500","488500","488000","480000","Not Creative","Transportation and warehousing"
"L488900","488900","488900","488900","488000","480000","Not Creative","Transportation and warehousing"
"L491100","491100","491100","491100","491000","490000","Not Creative","Transportation and warehousing"
"L492100","492100","492100","492100","492000","490000","Not Creative","Transportation and warehousing"
"L492200","492200","492200","492200","492000","490000","Not Creative","Transportation and warehousing"
"L493100","493100","493100","493100","493000","490000","Not Creative","Transportation and warehousing"
"L511100","511100","511100","511100","511000","510000","Not Creative","Information and cultural industries"
"L511200","511200","511200","511200","511000","510000","IT, software and computer services","Information and cultural industries"
"L512100","512100","512100","512100","512000","510000","Not Creative","Information and cultural industries"
"L512200","512200","512200","512200","512000","510000","Film, TV, video, radio and photography","Information and cultural industries"
"L515100","515100","515100","515100","515000","510000","Film, TV, video, radio and photography","Information and cultural industries"
"L515200","515200","515200","515200","515000","510000","Film, TV, video, radio and photography","Information and cultural industries"
"L517100","517100","517100","517100","517000","510000","Not Creative","Information and cultural industries"
"L517200","517200","517200","517200","517000","510000","Not Creative","Information and cultural industries"
"L517400","517400","517400","517400","517000","510000","Not Creative","Information and cultural industries"
"L517900","517900","517900","517900","517000","510000","Not Creative","Information and cultural industries"
"L518200","518200","518200","518200","518000","510000","Not Creative","Information and cultural industries"
"L519100","519100","519100","519100","519000","510000","Not Creative","Information and cultural industries"
"L521100","521100","521100","521100","521000","520000","Not Creative","Finance and insurance"
"L522100","522100","522100","522100","522000","520000","Not Creative","Finance and insurance"
"L522200","522200","522200","522200","522000","520000","Not Creative","Finance and insurance"
"L522300","522300","522300","522300","522000","520000","Not Creative","Finance and insurance"
"L523100","523100","523100","523100","523000","520000","Not Creative","Finance and insurance"
"L523200","523200","523200","523200","523000","520000","Not Creative","Finance and insurance"
"L523900","523900","523900","523900","523000","520000","Not Creative","Finance and insurance"
"L524100","524100","524100","524100","524000","520000","Not Creative","Finance and insurance"
"L524200","524200","524200","524200","524000","520000","Not Creative","Finance and insurance"
"L526100","526100","526100","526100","526000","520000","Not Creative","Finance and insurance"
"L526900","526900","526900","526900","526000","520000","Not Creative","Finance and insurance"
"L531100","531100","531100","531100","531000","530000","Not Creative","Real estate and rental and leasing"
"L531200","531200","531200","531200","531000","530000","Not Creative","Real estate and rental and leasing"
"L531300","531300","531300","531300","531000","530000","Not Creative","Real estate and rental and leasing"
"L532100","532100","532100","532100","532000","530000","Not Creative","Real estate and rental and leasing"
"L532200","532200","532200","532200","532000","530000","Not Creative","Real estate and rental and leasing"
"L532300","532300","532300","532300","532000","530000","Not Creative","Real estate and rental and leasing"
"L532400","532400","532400","532400","532000","530000","Not Creative","Real estate and rental and leasing"
"L533100","533100","533100","533100","533000","530000","Not Creative","Real estate and rental and leasing"
"L541100","541100","541100","541100","541000","540000","Not Creative","Professional, scientific and technical services"
"L541200","541200","541200","541200","541000","540000","Not Creative","Professional, scientific and technical services"
"L541300","541300","541300","541300","541000","540000","Architecture","Professional, scientific and technical services"
"L541400","541400","541400","541400","541000","540000","Design","Professional, scientific and technical services"
"L541500","541500","541500","541500","541000","540000","IT, software and computer services","Professional, scientific and technical services"
"L541600","541600","541600","541600","541000","540000","Advertising and marketing","Professional, scientific and technical services"
"L541700","541700","541700","541700","541000","540000","Not Creative","Professional, scientific and technical services"
"L541800","541800","541800","541800","541000","540000","Advertising and marketing","Professional, scientific and technical services"
"L541900","541900","541900","541900","541000","540000","Publishing","Professional, scientific and technical services"
"L551100","551100","551100","551100","551000","550000","Not Creative","Management of companies and enterprises"
"L561100","561100","561100","561100","561000","560000","Not Creative","Administrative and support, waste management and remediation services"
"L561200","561200","561200","561200","561000","560000","Not Creative","Administrative and support, waste management and remediation services"
"L561300","561300","561300","561300","561000","560000","Not Creative","Administrative and support, waste management and remediation services"
"L561400","561400","561400","561400","561000","560000","Not Creative","Administrative and support, waste management and remediation services"
"L561500","561500","561500","561500","561000","560000","Not Creative","Administrative and support, waste management and remediation services"
"L561600","561600","561600","561600","561000","560000","Not Creative","Administrative and support, waste management and remediation services"
"L561700","561700","561700","561700","561000","560000","Not Creative","Administrative and support, waste management and remediation services"
"L561900","561900","561900","561900","561000","560000","Not Creative","Administrative and support, waste management and remediation services"
"L562100","562100","562100","562100","562000","560000","Not Creative","Administrative and support, waste management and remediation services"
"L562200","562200","562200","562200","562000","560000","Not Creative","Administrative and support, waste management and remediation services"
"L562900","562900","562900","562900","562000","560000","Not Creative","Administrative and support, waste management and remediation services"
"L611100","611100","611100","611100","611000","610000","Not Creative","Educational services"
"L611200","611200","611200","611200","611000","610000","Not Creative","Educational services"
"L611300","611300","611300","611300","611000","610000","Not Creative","Educational services"
"L611400","611400","611400","611400","611000","610000","Not Creative","Educational services"
"L611500","611500","611500","611500","611000","610000","Not Creative","Educational services"
"L611600","611600","611600","611600","611000","610000","Music","Educational services"
"L611700","611700","611700","611700","611000","610000","Not Creative","Educational services"
"L621100","621100","621100","621100","621000","620000","Not Creative","Health care and social assistance"
"L621200","621200","621200","621200","621000","620000","Not Creative","Health care and social assistance"
"L621300","621300","621300","621300","621000","620000","Not Creative","Health care and social assistance"
"L621400","621400","621400","621400","621000","620000","Not Creative","Health care and social assistance"
"L621500","621500","621500","621500","621000","620000","Not Creative","Health care and social assistance"
"L621600","621600","621600","621600","621000","620000","Not Creative","Health care and social assistance"
"L621900","621900","621900","621900","621000","620000","Not Creative","Health care and social assistance"
"L622N00","622N00","622N00","622N00","622000","620000","Not Creative","Health care and social assistance"
"L623N00","623N00","623N00","623N00","623000","620000","Not Creative","Health care and social assistance"
"L624100","624100","624100","624100","624000","620000","Not Creative","Health care and social assistance"
"L624200","624200","624200","624200","624000","620000","Not Creative","Health care and social assistance"
"L624300","624300","624300","624300","624000","620000","Not Creative","Health care and social assistance"
"L624400","624400","624400","624400","624000","620000","Not Creative","Health care and social assistance"
"L711100","711100","711100","711100","711000","710000","Music","Arts, entertainment and recreation"
"L711200","711200","711200","711200","711000","710000","Not Creative","Arts, entertainment and recreation"
"L711300","711300","711300","711300","711000","710000","Music","Arts, entertainment and recreation"
"L711400","711400","711400","711400","711000","710000","Not Creative","Arts, entertainment and recreation"
"L711500","711500","711500","711500","711000","710000","Publishing","Arts, entertainment and recreation"
"L712100","712100","712100","712100","712000","710000","Publishing","Arts, entertainment and recreation"
"L713100","713100","713100","713100","713000","710000","Not Creative","Arts, entertainment and recreation"
"L713200","713200","713200","713200","713000","710000","Not Creative","Arts, entertainment and recreation"
"L713900","713900","713900","713900","713000","710000","Not Creative","Arts, entertainment and recreation"
"L721100","721100","721100","721100","721000","720000","Not Creative","Accommodation and food services"
"L721200","721200","721200","721200","721000","720000","Not Creative","Accommodation and food services"
"L721300","721300","721300","721300","721000","720000","Not Creative","Accommodation and food services"
"L722300","722300","722300","722300","722000","720000","Not Creative","Accommodation and food services"
"L722400","722400","722400","722400","722000","720000","Not Creative","Accommodation and food services"
"L722500","722500","722500","722500","722000","720000","Not Creative","Accommodation and food services"
"L811100","811100","811100","811100","811000","810000","Not Creative","Other services (except public administration)"
"L811200","811200","811200","811200","811000","810000","Not Creative","Other services (except public administration)"
"L811300","811300","811300","811300","811000","810000","Not Creative","Other services (except public administration)"
"L811400","811400","811400","811400","811000","810000","Not Creative","Other services (except public administration)"
"L812100","812100","812100","812100","812000","810000","Not Creative","Other services (except public administration)"
"L812200","812200","812200","812200","812000","810000","Not Creative","Other services (except public administration)"
"L812300","812300","812300","812300","812000","810000","Not Creative","Other services (except public administration)"
"L812900","812900","812900","812900","812000","810000","Publishing","Other services (except public administration)"
"L813100","813100","813100","813100","813000","810000","Not Creative","Other services (except public administration)"
"L813200","813200","813200","813200","813000","810000","Not Creative","Other services (except public administration)"
"L813300","813300","813300","813300","813000","810000","Not Creative","Other services (except public administration)"
"L813400","813400","813400","813400","813000","810000","Not Creative","Other services (except public administration)"
"L813900","813900","813900","813900","813000","810000","Not Creative","Other services (except public administration)"
"L814100","814100","814100","814100","814000","810000","Not Creative","Other services (except public administration)"
"L911100","911100","911100","911100","911000","910000","Not Creative","Public administration"
"L911N00","911N00","911N00","911N00","911000","910000","Not Creative","Public administration"
"L912N00","912N00","912N00","912N00","912000","910000","Not Creative","Public administration"
"L913N00","913N00","913N00","913N00","913000","910000","Not Creative","Public administration"
"L914100","914100","914100","914100","914000","910000","Not Creative","Public administration"
"L919100","919100","919100","919100","919000","910000","Not Creative","Public administration"
